text,label
ok no problem... yup i'm going to sch at 4 if i rem correctly...,ham
"miss ya, need ya, want ya, love ya.",ham
"piggy, r u awake? i bet u're still sleeping. i'm going 4 lunch now...",ham
you're right i have now that i think about it,ham
she went to attend another two rounds today..but still did't reach home..,ham
but if she.s drinkin i'm ok.,ham
"can meh? thgt some will clash... really ah, i dun mind... i dun seen to have lost any weight... gee...",ham
we have pizza if u want,ham
private! your 2003 account statement for 07815296484 shows 800 un-redeemed s.i.m. points. call 08718738001 identifier code 41782 expires 18/11/04 ,spam
you best watch what you say cause i get drunk as a motherfucker,ham
i'll be at mu in like  &lt;#&gt;  seconds,ham
ok. so april. cant wait,ham
how's it going? got any exciting karaoke type activities planned? i'm debating whether to play football this eve. feeling lazy though.,ham
i wud never mind if u dont miss me or if u dont need me.. but u wil really hurt me wen u need me &amp; u dont tell me......... take care:-),ham
"indians r poor but india is not a poor country. says one of the swiss bank directors. he says that "" &lt;#&gt;  lac crore"" of indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. can give  &lt;#&gt;  crore jobs to all indians. from any village to delhi 4 lane roads. forever free power suply to more than  &lt;#&gt;  social projects. every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. no need of world bank &amp; imf loan. think how our money is blocked by rich politicians. we have full rights against corrupt politicians. itna forward karo ki pura india padhe.g.m.""",ham
can u look 4 me in da lib i got stuff havent finish yet.,ham
"did i forget to tell you ? i want you , i need you, i crave you ... but most of all ... i love you my sweet arabian steed ... mmmmmm ... yummy",ham
tap & spile at seven. * is that pub on gas st off broad st by canal. ok?,ham
"come round, it's . ",ham
"hey...great deal...farm tour 9am to 5pm $95/pax, $50 deposit by 16 may",ham
dont flatter yourself... tell that man of mine two pints of carlin in ten minutes please.... ,ham
got meh... when?,ham
"hmm... dunno leh, mayb a bag 4 goigng out dat is not too small. or jus anything except perfume, smth dat i can keep.",ham
"aight yo, dats straight dogg",ham
"you have won ?1,000 cash or a ?2,000 prize! to claim, call09050000327",spam
"cool breeze... bright sun... fresh flower... twittering birds... all these waiting to wish u: ""goodmorning &amp; have a nice day"" :)",ham
can't. i feel nauseous. i'm so pissed. i didn't eat any sweets all week cause today i was planning to pig out. i was dieting all week. and now i'm not hungry :/,ham
i'm home.,ham
we r outside already.,ham
dis is yijue. i jus saw ur mail. in case huiming havent sent u my num. dis is my num.,ham
lmao where's your fish memory when i need it?,ham
do you want a new nokia 3510i colour phone delivered tomorrow? with 200 free minutes to any mobile + 100 free text + free camcorder reply or call 08000930705,spam
yeah so basically any time next week you can get away from your mom &amp; get up before 3,ham
i don't run away frm u... i walk slowly &amp; it kills me that u don't care enough to stop me...,ham
"k, fyi i'm back in my parents' place in south tampa so i might need to do the deal somewhere else",ham
"so many people seems to be special at first sight, but only very few will remain special to you till your last sight.. maintain them till life ends.. take cr da",ham
cold. dont be sad dear,ham
sorry that was my uncle. i.ll keep in touch,ham
glad to see your reply.,ham
"so many people seems to be special at first sight, but only very few will remain special to you till your last sight.. maintain them till life ends.. sh!jas",ham
sounds great! are you home now?,ham
mm feeling sleepy. today itself i shall get that dear,ham
"ok that would b lovely, if u r sure. think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... up to u! wot about ? ",ham
"fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",ham
no need to buy lunch for me.. i eat maggi mee..,ham
i can't describe how lucky you are that i'm actually awake by noon,ham
i like to think there's always the possibility of being in a pub later.,ham
aight should i just plan to come up later tonight?,ham
university of southern california.,ham
"by the way, i've put a skip right outside the front of the house so you can see which house it is. just pull up before it.",ham
dad says hurry the hell up,ham
thats cool. i want to please you...,ham
thx. all will be well in a few months,ham
nothing. can...,ham
"how long has it been since you screamed, princess?",ham
i'll text now! all creepy like so he won't think that we forgot,ham
"congrats! 2 mobile 3g videophones r yours. call 09061744553 now! videochat wid ur mates, play java games, dload polyh music, noline rentl. bx420. ip4. 5we. 150pm",spam
"night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay. gud mrng",ham
going on nothing great.bye,ham
"congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! c suprman v, matrix3, starwars3, etc all 4 free! bx420-ip4-5we. 150pm. dont miss out!",spam
oic... i saw him too but i tot he din c me... i found a group liao...,ham
haha mayb u're rite... u know me well. da feeling of being liked by someone is gd lor. u faster go find one then all gals in our group attached liao.,ham
"i know dat feelin had it with pete! wuld get with em , nuther place nuther time mayb?",ham
i came hostel. i m going to sleep. plz call me up before class. hrishi.,ham
thats cool. how was your day?,ham
i dont thnk its a wrong calling between us,ham
"al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? hav 2go, thanx.xx",ham
ü ready then call me...,ham
alright. i'm out--have a good night!,ham
"dear matthew please call 09063440451 from a landline, your complimentary 4*lux tenerife holiday or £1000 cash await collection. ppm150 sae t&cs box334 sk38xh.",spam
"when people see my msgs, they think iam addicted to msging... they are wrong, bcoz they don\'t know that iam addicted to my sweet friends..!! bslvyl",ham
great! i hope you like your man well endowed. i am  &lt;#&gt;  inches...,ham
i don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that i did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,ham
"yo carlos, a few friends are already asking me about you, you working at all this weekend?",ham
sorry de i went to shop.,ham
super msg da:)nalla timing.,ham
"7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ""ur lovely friendship""... good morning dear",ham
i am in hospital da. . i will return home in evening,ham
as a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 whats no1 in the bbc charts,spam
win a £200 shopping spree every week starting now. 2 play text store to 88039. skilgme. tscs08714740323 1winawk! age16 £1.50perweeksub.,spam
"sorry, i'll call later",ham
"nothing, i got msg frm tht unknown no..",ham
"cool, i'll text you in a few",ham
what's ur pin?,ham
oooh i got plenty of those!,ham
"thk shld b can... ya, i wana go 4 lessons... haha, can go for one whole stretch...",ham
no but the bluray player can,ham
ok lar... joking wif u oni...,ham
where r we meeting?,ham
this is a long fuckin showr,ham
he like not v shock leh. cos telling shuhui is like telling leona also. like dat almost all know liao. he got ask me abt ur reaction lor.,ham
no my mum went 2 dentist.,ham
be happy there. i will come after noon,ham
hey you can pay. with salary de. only  &lt;#&gt; .,ham
ü log off 4 wat. it's sdryb8i,ham
my computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,ham
boy you best get yo ass out here quick,ham
"nah, i'm a perpetual dd",ham
holy living christ what is taking you so long,ham
"dunno, my dad said he coming home 2 bring us out 4 lunch. yup i go w u lor. i call u when i reach school lor...",ham
exactly. anyways how far. is jide her to study or just visiting,ham
you have been specially selected to receive a 2000 pound award! call 08712402050 before the lines close. cost 10ppm. 16+. t&cs apply. ag promo,spam
"it's fine, imma get a drink or somethin. want me to come find you?",ham
ic. there are a lotta childporn cars then.,ham
raji..pls do me a favour. pls convey my birthday wishes to nimya. pls. today is her birthday.,ham
"save yourself the stress. if the person has a dorm account, just send your account details and the money will be sent to you.",ham
new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddy.com. txt one name to 89693. 08715500022 rpl stop 2 cnl,spam
stupid.its not possible,ham
"themob> check out our newest selection of content, games, tones, gossip, babes and sport, keep your mobile fit and funky text wap to 82468",spam
hey next sun 1030 there's a basic yoga course... at bugis... we can go for that... pilates intro next sat.... tell me what time you r free,ham
true. its easier with her here.,ham
my uncles in atlanta. wish you guys a great semester.,ham
oh for fuck's sake she's in like tallahassee,ham
good afternoon my boytoy. how goes that walking here and there day ? did you get that police abstract? are you still out and about? i wake and miss you babe,ham
alright. thanks for the advice. enjoy your night out. i'ma try to get some sleep...,ham
"a cute thought for friendship: ""its not necessary to share every secret with ur close frnd, but watever u shared should be true""....",ham
"okay, good, no problem, and thanx!",ham
no wonder... cos i dun rem seeing a silver car... but i thk i saw a black one...,ham
i'd like to tell you my deepest darkest fantasies. call me 09094646631 just 60p/min. to stop texts call 08712460324 (nat rate),spam
dear dave this is your final notice to collect your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. tcs sae box326 cw25wx 150ppm,spam
dunno he jus say go lido. same time 930.,ham
ok.ok ok..then..whats ur todays plan,ham
"k, text me when you're on the way",ham
remind me how to get there and i shall do so,ham
"happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",ham
how was txting and driving,ham
"now, whats your house # again ? and do you have any beer there ?",ham
are we doing the norm tomorrow? i finish just a 4.15 cos of st tests. need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,ham
my supervisor find 4 me one lor i thk his students. i havent ask her yet. tell u aft i ask her.,ham
on the way to office da..,ham
huh y lei...,ham
argh why the fuck is nobody in town ;_;,ham
"i am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",ham
"edison has rightly said, ""a fool can ask more questions than a wise man can answer"" now you know why all of us are speechless during viva.. gm,gn,ge,gnt:-)",ham
* will be september by then!,ham
u sick still can go shopping?,ham
do you want bold 2 or bb torch,ham
"under the sea, there lays a rock. in the rock, there is an envelope. in the envelope, there is a paper. on the paper, there are 3 words... '",ham
bought one ringtone and now getting texts costing 3 pound offering more tones etc,spam
jay says he'll put in  &lt;#&gt;,ham
lemme know when you're here,ham
ur awarded a city break and could win a £200 summer shopping spree every wk. txt store to 88039 . skilgme. tscs087147403231winawk!age16 £1.50perwksub,spam
"thank you for calling.forgot to say happy onam to you sirji.i am fine here and remembered you when i met an insurance person.meet you in qatar insha allah.rakhesh, ex tata aig who joined tissco,tayseer.",ham
can. dunno wat to get 4 her...,ham
wat time ü finish?,ham
so li hai... me bored now da lecturer repeating last weeks stuff waste time... ,ham
actually i'm waiting for 2 weeks when they start putting ad.,ham
do you hide anythiing or keeping distance from me,ham
congratulations ur awarded 500 of cd vouchers or 125gift guaranteed & free entry 2 100 wkly draw txt music to 87066 tncs www.ldew.com1win150ppmx3age16,spam
even if he my friend he is a priest call him now,ham
message:some text missing* sender:name missing* *number missing *sent:date missing *missing u a lot thats y everything is missing sent via fullonsms.com,ham
at home also.,ham
god's love has no limit. god's grace has no measure. god's power has no boundaries. may u have god's endless blessings always in ur life...!! gud ni8,ham
"nothing really, just making sure everybody's up to speed",ham
"you have been specially selected to receive a ""3000 award! call 08712402050 before the lines close. cost 10ppm. 16+. t&cs apply. ag promo",spam
"wow. you're right! i didn't mean to do that. i guess once i gave up on boston men and changed my search location to nyc, something changed. cuz on my signin page it still says boston.",ham
ok then u tell me wat time u coming later lor.,ham
cps is causing the outages to conserve energy.,ham
someone has contacted our dating service and entered your phone because they fancy you! to find out who it is call from a landline 09111032124 . pobox12n146tf150p,spam
that's y u haf 2 keep me busy...,ham
"'an amazing quote'' - ""sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",ham
all boys made fun of me today. ok i have no problem. i just sent one message just for fun,ham
happened here while you were adventuring,ham
i'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,ham
"thank you so much. when we skyped wit kz and sura, we didnt get the pleasure of your company. hope you are good. we've given you ultimatum oh! we are countin down to aburo. enjoy!",ham
k...k...when will you give treat?,ham
lol ... i knew that .... i saw him in the dollar store,ham
raji..pls do me a favour. pls convey my birthday wishes to nimya. pls. today is her birthday.,ham
ok c ü then.,ham
yes! the only place in town to meet exciting adult singles is now in the uk. txt chat to 86688 now! 150p/msg.,spam
but i have to. i like to have love and arrange.,ham
nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),ham
dhoni have luck to win some big title.so we will win:),ham
you have won a guaranteed £200 award or even £1000 cashto claim ur award call free on 08000407165 (18+) 2 stop getstop on 88222 php,spam
you have won! as a valued vodafone customer our computer has picked you to win a £150 prize. to collect is easy. just call 09061743386 ,spam
pleassssssseeeeee tel me v avent done sportsx,ham
i meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,ham
"sorry, i'll call later",ham
k still are you loving me.,ham
how dare you stupid. i wont tell anything to you. hear after i wont talk to you:-.,ham
"nothing, smsing u n xy lor. sorry lor da guys neva c u in person but they sort of know u lor. so u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",ham
"only just got this message, not ignoring you. yes, i was. shopping that is",ham
ard 515 like dat. y?,ham
"final chance! claim ur £150 worth of discount vouchers today! text yes to 85023 now! savamob, member offers mobile! t cs savamob pobox84, m263uz. £3.00 subs 16",spam
wake me up at  &lt;#&gt;  am morning:),ham
have you heard about that job? i'm going to that wildlife talk again tonight if u want2come. its that2worzels and a wizzle or whatever it is?! ,ham
dunno y u ask me.,ham
mm you ask him to come its enough :-),ham
"do 1 thing! change that sentence into: ""because i want 2 concentrate in my educational career im leaving here..""",ham
"today's offer! claim ur £150 worth of discount vouchers! text yes to 85023 now! savamob, member offers mobile! t cs 08717898035. £3.00 sub. 16 . unsub reply x",spam
"i'm tired of arguing with you about this week after week. do what you want and from now on, i'll do the same.",ham
you are right. meanwhile how's project twins comin up,ham
"hey ! i want you ! i crave you ! i miss you ! i need you ! i love you, ahmad saeed al hallaq ...",ham
twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,ham
2 and half years i missed your friendship:-),ham
ok lor. i'm in town now lei.,ham
i.ll get there tomorrow and send it to you,ham
never y lei... i v lazy... got wat? dat day ü send me da url cant work one...,ham
went to pay rent. so i had to go to the bank to authorise the payment.,ham
"g says you never answer your texts, confirm/deny",ham
that's necessarily respectful,ham
i've told you everything will stop. just dont let her get dehydrated.,ham
he telling not to tell any one. if so treat for me hi hi hi,ham
just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,ham
please call our customer service representative on freephone 0808 145 4742 between 9am-11pm as you have won a guaranteed £1000 cash or £5000 prize!,spam
i'm always looking for an excuse to be in the city.,ham
"when you just put in the + sign, choose my number and the pin will show. right?",ham
im fine babes aint been up 2 much tho! saw scary movie yest its quite funny! want 2mrw afternoon? at town or mall or sumthin?xx,ham
"it's wylie, you in tampa or sarasota?",ham
i love u 2 babe! r u sure everything is alrite. is he being an idiot? txt bak girlie,ham
thanks for this hope you had a good day today,ham
"she was supposed to be but couldn't make it, she's still in town though",ham
jus finish blowing my hair. u finish dinner already?,ham
"449050000301 you have won a £2,000 price! to claim, call 09050000301.",spam
i had askd u a question some hours before. its answer,ham
missed call alert. these numbers called but left no message. 07008009200,spam
ok i msg u b4 i leave my house.,ham
a link to your picture has been sent. you can also use http://alto18.co.uk/wave/wave.asp?o=44345,spam
i know! grumpy old people. my mom was like you better not be lying. then again i am always the one to play jokes...,ham
text pass to 69669 to collect your polyphonic ringtones. normal gprs charges apply only. enjoy your tones,spam
i'm leaving my house now...,ham
the current leading bid is 151. to pause this auction send out. customer care: 08718726270,spam
boltblue tones for 150p reply poly# or mono# eg poly3 1. cha cha slide 2. yeah 3. slow jamz 6. toxic 8. come with me or stop 4 more tones txt more,spam
i'm at home n ready...,ham
"awesome, how do i deal with the gate? charles told me last night but, uh, yeah",ham
enjoy urself tmr...,ham
so there's a ring that comes with the guys costumes. it's there so they can gift their future yowifes. hint hint,ham
she ran off with a younger man. we will make pretty babies together :),ham
you know there is. i shall speak to you in  &lt;#&gt;  minutes then,ham
s.i think he is waste for rr..,ham
"mila, age23, blonde, new in uk. i look sex with uk guys. if u like fun with me. text mtalk to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. help08718728876",spam
it does it on its own. most of the time it fixes my spelling. but sometimes it gets a completely diff word. go figure,ham
"it,,s a taxt massage....tie-pos argh ok! lool!",ham
how are you? i miss you!,ham
why de. you looking good only:-)..,ham
i dont want to hear philosophy. just say what happen,ham
"spook up your mob with a halloween collection of a logo & pic message plus a free eerie tone, txt card spook to 8007 zed 08701417012150p per logo/pic",spam
hi its kate how is your evening? i hope i can see you tomorrow for a bit but i have to bloody babyjontet! txt back if u can. :) xxx,ham
"you can stop further club tones by replying ""stop mix"" see my-tone.com/enjoy. html for terms. club tones cost gbp4.50/week. mfl, po box 1146 mk45 2wt (2/3)",spam
"when people see my msgs, they think iam addicted to msging... they are wrong, bcoz they don\'t know that iam addicted to my sweet friends..!! bslvyl",ham
ok i vl..do u know i got adsense approved..,ham
no..jst change tat only..,ham
88800 and 89034 are premium phone services call 08718711108,spam
december only! had your mobile 11mths+? you are entitled to update to the latest colour camera mobile for free! call the mobile update co free on 08002986906 ,spam
your board is working fine. the issue of overheating is also reslove. but still software inst is pending. i will come around 8'o clock.,ham
check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,ham
r ü going 4 today's meeting?,ham
thats cool. where should i cum? on you or in you? :),ham
hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,ham
"sorry that took so long, omw now",ham
"omw back to tampa from west palm, you hear what happened?",ham
i will vote for wherever my heart guides me,ham
so when do you wanna gym?,ham
it has issues right now. ill fix for her by tomorrow.,ham
then ur physics get a-?,ham
"greetings me, ! consider yourself excused.",ham
hahaha..use your brain dear,ham
have you bookedthe hut? and also your time off? how are you by the way?,ham
"aight will do, thanks again for comin out",ham
annoying isn't it.,ham
"happy or sad , one thing about past is- ""its no more"" good morning :-):-).",ham
great. p diddy is my neighbor and comes for toothpaste every morning,ham
"god picked up a flower and dippeditinadew, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,this friend is 4u",ham
then u drive lor.,ham
"ou are guaranteed the latest nokia phone, a 40gb ipod mp3 player or a £500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18",spam
eek that's a lot of time especially since american pie is like 8 minutes long. i can't stop singing it.,ham
dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,ham
promotion number: 8714714 - ur awarded a city break and could win a £200 summer shopping spree every wk. txt store to 88039 . skilgme. tscs087147403231winawk!age16 £1.50perwksub,spam
yo yo yo byatch whassup?,ham
 and  picking them up from various points,ham
guai... ü shd haf seen him when he's naughty... ü so free today? can go jogging...,ham
can ü call me at 10:10 to make sure dat i've woken up...,ham
ok ill tell the company,ham
oh ok no prob..,ham
i tot u reach liao. he said t-shirt.,ham
amazing : if you rearrange these letters it gives the same meaning... dormitory = dirty room astronomer = moon starer the eyes = they see election results = lies lets recount mother-in-law = woman hitler eleven plus two =twelve plus one its amazing... !:-),ham
we are okay. going to sleep now. later,ham
"you've won tkts to the euro2004 cup final or £800 cash, to collect call 09058099801 b4190604, pobox 7876150ppm",spam
feel yourself that you are always happy.. slowly it becomes your habit &amp; finally it becomes part of your life.. follow it.. happy morning &amp; have a happy day:),ham
crazy ar he's married. ü like gd looking guys not me. my frens like say he's korean leona's fave but i dun thk he is. aft some thinking mayb most prob i'll go.,ham
he is a womdarfull actor,ham
chk in ur belovd ms dict,ham
ee msg na poortiyagi odalebeku: hanumanji 7 name 1-hanuman 2-bajarangabali 3-maruti 4-pavanaputra 5-sankatmochan 6-ramaduth 7-mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. don't neglet.,ham
what u mean u almost done? done wif sleeping? but i tot u going to take a nap.. yup i send her liao so i'm picking her up at ard 4 smth lor..,ham
i think just yourself …thanks and see you tomo,ham
i am waiting for your call sir.,ham
wewa is 130. iriver 255. all 128 mb.,ham
a £400 xmas reward is waiting for you! our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. just call 09066380611,spam
"i've got ten bucks, jay is being noncomittal",ham
delhi and chennai still silent.,ham
urgent! please call 09061743810 from landline. your abta complimentary 4* tenerife holiday or #5000 cash await collection sae t&cs box 326 cw25wx 150 ppm,spam
are you at work right now ?,ham
i love to cuddle! i want to hold you in my strong arms right now...,ham
or remind me in a few hrs.,ham
erutupalam thandiyachu,ham
same. wana plan a trip sometme then,ham
i went to project centre,ham
dunno dat's wat he told me. ok lor...,ham
"yup. anything lor, if u dun wan it's ok...",ham
urgent! please call 09061743811 from landline. your abta complimentary 4* tenerife holiday or £5000 cash await collection sae t&cs box 326 cw25wx 150ppm,spam
not from this campus. are you in the library?,ham
please dont say like that. hi hi hi,ham
i told your number to gautham..,ham
can you talk with me..,ham
yes i started to send requests to make it but pain came back so i'm back in bed. double coins at the factory too. i gotta cash in all my nitros.,ham
once free call me sir. i am waiting for you.,ham
"1) go to write msg 2) put on dictionary mode 3)cover the screen with hand, 4)press  &lt;#&gt; . 5)gently remove ur hand.. its interesting..:)",ham
"gud gud..k, chikku tke care.. sleep well gud nyt",ham
"i'm there and i can see you, but you can't see me ? maybe you should reboot ym ? i seen the buzz",ham
i only work from mon to thurs but sat i cant leh... booked liao... which other day u free?,ham
i agree. so i can stop thinkin about ipad. can you please ask macho the same question.,ham
"call 09094100151 to use ur mins! calls cast 10p/min (mob vary). service provided by aom, just gbp5/month. aom box61,m60 1er until u stop. ages 18+ only!",spam
"you ve won! your 4* costa del sol holiday or £5000 await collection. call 09050090044 now toclaim. sae, tc s, pobox334, stockport, sk38xh, cost£1.50/pm, max10mins",spam
do u konw waht is rael friendship im gving yuo an exmpel: jsut ese tihs msg.. evrey splleing of tihs msg is wrnog.. bt sitll yuo can raed it wihtuot ayn mitsake.. goodnight &amp; have a nice sleep..sweet dreams..,ham
babes i think i got ur brolly i left it in english wil bring it in 2mrw 4 u luv franxx,ham
im realy soz imat my mums 2nite what about 2moro ,ham
ill be there on  &lt;#&gt;  ok.,ham
o i played smash bros  &lt;#&gt;  religiously.,ham
"what part of ""don't initiate"" don't you understand",ham
yesterday its with me only . now am going home.,ham
o was not into fps then.,ham
s..antha num corrct dane,ham
sorry i've not gone to that place. i.ll do so tomorrow. really sorry.,ham
what i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,ham
your opinion about me? 1. over 2. jada 3. kusruthi 4. lovable 5. silent 6. spl character 7. not matured 8. stylish 9. simple pls reply..,ham
im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?,ham
oh ho. is this the first time u use these type of words,ham
"nimbomsons. yep phone knows that one. obviously, cos thats a real word",ham
"i didnt get ur full msg..sometext is missing, send it again",ham
ok then i'll let him noe later n ask him call u tmr...,ham
in sch but neva mind u eat 1st lor..,ham
"urgent! last weekend's draw shows that you have won £1000 cash or a spanish holiday! call now 09050000332 to claim. t&c: rstm, sw7 3ss. 150ppm",spam
here got ur favorite oyster... n got my favorite sashimi... ok lar i dun say already... wait ur stomach start rumbling...,ham
he fucking chickened out. he messaged me he would be late and woould buzz me and then i didn't hear a word from him,ham
get your garden ready for summer with a free selection of summer bulbs and seeds worth £33:50 only with the scotsman this saturday. to stop go2 notxt.co.uk,spam
"1000's flirting now! txt girl or bloke & ur name & age, eg girl zoe 18 to 8007 to join and get chatting!",spam
no. on the way home. so if not for the long dry spell the season would have been over,ham
"faith makes things possible,hope makes things work,love makes things beautiful,may you have all three this christmas!merry christmas!",ham
detroit. the home of snow. enjoy it.,ham
pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. pls holla back,ham
now am free call me pa.,ham
"someone u know has asked our dating service 2 contact you! cant guess who? call 09058095107 now all will be revealed. pobox 7, s3xy 150p ",spam
aight do you still want to get money,ham
ok...,ham
"haha, my friend tyler literally just asked if you could get him a dubsack",ham
s:)no competition for him.,ham
first answer my question.,ham
all e best 4 ur exam later.,ham
"fantasy football is back on your tv. go to sky gamestar on sky active and play £250k dream team. scoring starts on saturday, so register now!sky opt out to 88088",spam
ü dun wan to watch infernal affair?,ham
reckon need to be in town by eightish to walk from * carpark.,ham
small problem in auction:)punj now asking tiwary,ham
"watching cartoon, listening music &amp; at eve had to go temple &amp; church.. what about u?",ham
bugis oso near wat... ,ham
i'm on the bus. love you,ham
i dont know ask to my brother. nothing problem some thing that. just i told .,ham
my love ... i hope your not doing anything drastic. don't you dare sell your pc or your phone ...,ham
have a great trip to india. and bring the light to everyone not just with the project but with everyone that is lucky to see you smile. bye. abiola,ham
i'm at work. please call,ham
you are not bothering me but you have to trust my answers. pls.,ham
ree entry in 2 a weekly comp for a chance to win an ipod. txt pod to 80182 to get entry (std txt rate) t&c's apply 08452810073 for details 18+,spam
i anything lor...,ham
"good stuff, will do.",ham
just now saw your message.it k da:),ham
ok lor thanx... ü in school?,ham
sms auction - a brand new nokia 7250 is up 4 auction today! auction is free 2 join & take part! txt nokia to 86021 now! hg/suite342/2lands row/w1j6hl,spam
"urgent -call 09066649731from landline. your complimentary 4* ibiza holiday or £10,000 cash await collection sae t&cs po box 434 sk3 8wp 150ppm 18+",spam
"if you're still up, maybe leave the credit card so i can get gas when i get back like he told me to",ham
ok.ok ok..then..whats ur todays plan,ham
hi da:)how is the todays class?,ham
oh k.i think most of wi and nz players unsold.,ham
ok ill send you with in  &lt;decimal&gt;  ok.,ham
why are u up so early?,ham
i think the other two still need to get cash but we can def be ready by 9,ham
hai ana tomarrow am coming on morning.  &lt;decimal&gt;  ill be there in sathy then we ll go to rto office. reply me after came to home.,ham
am in film ill call you later.,ham
hi its jess i dont know if you are at work but call me when u can im at home all eve. xxx,ham
hey mr whats the name of that bill brison book the one about language and words ,ham
ok...,ham
i hope your pee burns tonite.,ham
normally i use to drink more water daily:),ham
"i had been hoping i would not have to send you this message. my rent is due and i dont have enough for it. my reserves are completely gone. its a loan i need and was hoping you could her. the balance is  &lt;#&gt; . is there a way i could get that from you, till mid march when i hope to pay back.",ham
yeh. indians was nice. tho it did kane me off a bit he he. we shud go out 4 a drink sometime soon. mite hav 2 go 2 da works 4 a laugh soon. love pete x x,ham
"ok, be careful ! don't text and drive !",ham
that sucks. i'll go over so u can do my hair. you'll do it free right?,ham
"hiya, had a good day? have you spoken to since the weekend?",ham
just sleeping..and surfing,ham
try neva mate!!,ham
yes princess! i want to catch you with my big strong hands...,ham
will purchase d stuff today and mail to you. do you have a po box number?,ham
midnight at the earliest,ham
"i'm back, lemme know when you're ready",ham
are you willing to go for aptitude class.,ham
well done england! get the official poly ringtone or colour flag on yer mobile! text tone or flag to 84199 now! opt-out txt eng stop. box39822 w111wx £1.50,spam
i was about to do it when i texted. i finished a long time ago and showered and er'ything!,ham
id onluy matters when getting on from offcampus,ham
"house-maid is the murderer, coz the man was murdered on  &lt;#&gt; th january.. as public holiday all govt.instituitions are closed,including post office..understand?",ham
thanx a lot...,ham
"nah man, my car is meant to be crammed full of people",ham
"daddy, shu shu is looking 4 u... u wan me 2 tell him u're not in singapore or wat?",ham
"think i might have to give it a miss. am teaching til twelve, then have lecture at two. damn this working thing.",ham
i realise you are a busy guy and i'm trying not to be a bother. i have to get some exams outta the way and then try the cars. do have a gr8 day,ham
already one guy loving you:-.,ham
"don't worry, * is easy once have ingredients!",ham
645,ham
customer place i will call you,ham
"yeah, where's your class at?",ham
"today is sorry day.! if ever i was angry with you, if ever i misbehaved or hurt you? plz plz just slap urself bcoz, its ur fault, i'm basically good",ham
oh:)as usual vijay film or its different?,ham
finally the match heading towards draw as your prediction.,ham
good morning princess! how are you?,ham
what time do u get out?,ham
pls go there today  &lt;#&gt; . i dont want any excuses,ham
dear u've been invited to xchat. this is our final attempt to contact u! txt chat to 86688,spam
studying. but i.ll be free next weekend.,ham
:( but your not here....,ham
waiting in e car 4 my mum lor. u leh? reach home already?,ham
i've sent ü my part..,ham
we currently have a message awaiting your collection. to collect your message just call 08718723815.,spam
are you happy baby ? are you alright ? did you take that job ? i hope your fine. i send you a kiss to make you smile from across the sea ... *kiss* *kiss*,ham
please leave this topic..sorry for telling that..,ham
there is a first time for everything :),ham
